firstName,surname,id,team,season,jumperNumber,position,providerId,dateOfBirth,draftYear,heightInCm,weightInKg,recruitedFrom,debutYear,draftType,draftPosition,data_accessed
Max,Holmes,3250,Geelong,2026,9,MIDFIELDER,CD_I1015889,29/08/2002,2020,190,0,East Malvern (Vic)/Prahran (Vic)/Melb Grammar (Vic)/Sandr U18,2021,nationalDraft,20,27/04/2026
Shannon,Neale,4063,Geelong,2026,33,KEY_FORWARD,CD_I1016433,25/07/2002,2020,203,0,Jandakot (WA)/Leeming HS (WA)/South Fremantle (WAFL),2022,nationalDraft,33,27/04/2026
Toby,Conway,5112,Geelong,2026,6,RUCK,CD_I1017063,24/04/2003,2021,206,0,"St Mary's, Geelong (Vic)/Geelong College (Vic)/Geelong U18",2023,nationalDraft,24,27/04/2026
Oliver,Wiltshire,5134,Geelong,2026,21,MEDIUM_FORWARD,CD_I1020881,15/09/2002,2023,180,0,Barwon Heads,2025,nationalDraft,61,27/04/2026
Mitch,Knevitt,5176,Geelong,2026,10,KEY_FORWARD,CD_I1021103,8/01/2003,2021,193,0,Grovedale (Vic)/Grovedale College (Vic)/Geelong U18,2022,nationalDraft,25,27/04/2026
Jhye,Clark,5543,Geelong,2026,13,MIDFIELDER_FORWARD,CD_I1023537,23/07/2004,2022,181,0,Queenscliff (Vic)//Geelong U18,2023,nationalDraft,8,27/04/2026
George,Stevens,5421,Geelong,2026,15,MIDFIELDER,CD_I1023681,14/04/2005,2025,189,0,Sth Warrnambool/Emmaneul College (Vic)/Greater Western Victoria Rebels U18,2025,rookieElevation,13,27/04/2026
Mitchell,Edwards,7501,Geelong,2026,11,RUCK,CD_I1024304,2/06/2005,2023,206,0,South Mandurah Football and Netball Club - Seniors (WA)/Peel Thunder (WAFL),2026,nationalDraft,32,27/04/2026
Oisin,Mullin,5684,Geelong,2026,34,MEDIUM_DEFENDER,CD_I1024982,11/02/2000,2021,182,0,County Mayo (Ireland),2023,other,NA,27/04/2026
Oliver,Dempsey,5685,Geelong,2026,28,MIDFIELDER,CD_I1025034,7/01/2003,2021,187,0,Boroondara (Vic)/Carey Grammar (Vic)/Old Carey (Vic),2022,rookieElevation,15,27/04/2026
Harley,Barker,10541,Geelong,2026,26,MIDFIELDER,CD_I1026983,2/05/2007,2025,185,0,Mt Barker (SA)/Sturt (SANFL),NA,nationalDraft,24,27/04/2026
Jacob,Molier,10640,Geelong,2026,20,KEY_FORWARD,CD_I1027006,11/10/2006,2024,201,0,Onkaparinga Valley FC/Sturt (SANFL),NA,nationalDraft,52,27/04/2026
Jay,Polkinghorne,10405,Geelong,2026,2,KEY_FORWARD,CD_I1027428,2/06/2006,2024,190,0,Western United FC/Norwood (SANFL),NA,nationalDraft,44,27/04/2026
Joe,Pike,6503,Geelong,2026,37,RUCK,CD_I1027854,17/05/2005,2024,203,0,Barwon Heads/Geelong U18/Geelong (VFL),NA,rookieElevation,31,27/04/2026
Connor,O'Sullivan,6576,Geelong,2026,14,KEY_DEFENDER,CD_I1027877,19/05/2005,2023,198,0,Albury Junior Football Club (NSW)/Murray U18,2024,nationalDraft,11,27/04/2026
Lennox,Hofmann,9457,Geelong,2026,23,MEDIUM_DEFENDER,CD_I1032114,8/08/2006,2024,191,0,Old Brighton Grammarians/Sandringham U18,NA,nationalDraft,66,27/04/2026
Keighton,Matofai-Forbes,9486,Geelong,2026,31,MEDIUM_DEFENDER,CD_I1032141,2/02/2006,2025,189,0,Keilor/Western U18,NA,rookieElevation,23,27/04/2026
Nicholas,Driscoll,12199,Geelong,2026,27,MIDFIELDER,CD_I1033039,7/04/2007,2025,181,0,Eltham (Vic)/Northern Knights U18,NA,rookieElevation,28,27/04/2026
Jesse,Mellor,12157,Geelong,2026,25,MEDIUM_FORWARD,CD_I1033087,1/04/2007,2025,185,0,Geelong West Giants (Vic)/Geelong Falcons,NA,other,NA,27/04/2026
Hunter,Holmes,14567,Geelong,2026,22,MIDFIELDER,CD_I1038922,19/02/2007,2025,187,0,Prahran JFC (Vic)/Oakleigh U18,NA,nationalDraft,33,27/04/2026
Cillian,Burke,13963,Geelong,2026,41,MEDIUM_FORWARD,CD_I1039509,29/03/2003,2024,192,0,Count Kerry (Ireland),NA,other,NA,27/04/2026
Patrick,Dangerfield,10,Geelong,2026,35,MEDIUM_FORWARD,CD_I270917,5/04/1990,2007,189,0,Anglesea (Vic)/Geelong U18/Adelaide,2008,nationalDraft,10,27/04/2026
Rhys,Stanley,668,Geelong,2026,1,RUCK,CD_I280317,1/12/1990,2008,200,0,Berri (SA)/West Adelaide (SANFL)/St Kilda,2010,nationalDraft,47,27/04/2026
Tom,Stewart,1322,Geelong,2026,44,MEDIUM_DEFENDER,CD_I291800,15/03/1993,2016,190,0,South Barwon (Vic)/Geelong U18/Geelong (VFL),2017,nationalDraft,40,27/04/2026
Jeremy,Cameron,223,Geelong,2026,5,KEY_FORWARD,CD_I293845,1/04/1993,2011,196,0,Dartmoor (Vic)/North Ballarat U18/GWS,2012,other,NA,27/04/2026
Jed,Bews,464,Geelong,2026,24,MEDIUM_DEFENDER,CD_I293883,14/12/1993,2011,186,0,Leopold (Vic)/Geelong U18,2014,fatherSon,86,27/04/2026
Jack,Martin,222,Geelong,2026,19,MEDIUM_FORWARD,CD_I296190,29/01/1995,2013,186,0,Towns (WA)/Claremont (WAFL)/Gold Coast,2014,other,1,27/04/2026
Jake,Kolodjashnij,373,Geelong,2026,8,KEY_DEFENDER,CD_I296291,9/08/1995,2013,193,0,Prospect (Tas)/Launceston (Tas),2015,nationalDraft,41,27/04/2026
Mark,Blicavs,296,Geelong,2026,46,RUCK,CD_I296733,28/03/1991,2014,198,0,Sunbury (Vic),2013,rookieElevation,NA,27/04/2026
Shaun,Mannagh,5018,Geelong,2026,7,MEDIUM_FORWARD,CD_I993878,6/08/1997,2023,178,0,Murray/North Albury (NSW)/Werribee (VFL),2024,nationalDraft,36,27/04/2026
Tom,Atkins,1846,Geelong,2026,30,MIDFIELDER,CD_I994386,18/09/1995,2018,180,0,St Joseph's Geel (Vic)/Geel College/Geel U18/Geelong (VFL),2019,rookieElevation,11,27/04/2026
Tyson,Stengle,1376,Geelong,2026,18,MEDIUM_FORWARD,CD_I997230,19/10/1998,2018,175,0,Portland (SA)/LeFevre HS (SA)W-WT (SANFL)/Rich/Adel/W-WT (SANFL),2017,other,NA,27/04/2026
Jack,Bowes,1401,Geelong,2026,12,MIDFIELDER,CD_I998260,26/01/1998,2016,189,0,Surfers Paradise (Qld)/Cairns Saints (Qld)/Gold Coast,2017,nationalDraft,10,27/04/2026
Brad,Close,3720,Geelong,2026,45,MEDIUM_FORWARD,CD_I999326,30/07/1998,2019,183,0,North Gambier (SA)/Glenelg (SANFL),2020,rookieElevation,14,27/04/2026
John,Noble,1768,Gold Coast,2026,2,MEDIUM_DEFENDER,CD_I1000072,25/03/1997,NA,180,0,NA,NA,NA,NA,27/04/2026
Daniel,Rioli,919,Gold Coast,2026,17,MEDIUM_DEFENDER,CD_I1000981,16/04/1997,NA,179,0,NA,NA,NA,NA,27/04/2026
Elliott,Himmelberg,1357,Gold Coast,2026,12,KEY_FORWARD,CD_I1005199,4/06/1998,NA,196,0,NA,NA,NA,NA,27/04/2026
Joel,Jeffrey,2568,Gold Coast,2026,16,MEDIUM_DEFENDER,CD_I1005992,12/03/2002,NA,192,0,NA,NA,NA,NA,27/04/2026
Caleb,Graham,1911,Gold Coast,2026,46,KEY_DEFENDER,CD_I1006087,12/09/2000,NA,194,0,NA,NA,NA,NA,27/04/2026
Ben,King,1810,Gold Coast,2026,34,KEY_FORWARD,CD_I1006144,7/07/2000,NA,202,0,NA,NA,NA,NA,27/04/2026
Wil,Powell,1474,Gold Coast,2026,27,MIDFIELDER,CD_I1007881,26/08/1999,NA,188,0,NA,NA,NA,NA,27/04/2026
Charlie,Ballard,1475,Gold Coast,2026,10,MEDIUM_DEFENDER,CD_I1008882,23/07/1999,NA,196,0,NA,NA,NA,NA,27/04/2026
Noah,Anderson,2783,Gold Coast,2026,15,MIDFIELDER,CD_I1009199,17/02/2001,NA,192,0,NA,NA,NA,NA,27/04/2026
Matt,Rowell,2790,Gold Coast,2026,18,MIDFIELDER,CD_I1009208,1/07/2001,NA,180,0,NA,NA,NA,NA,27/04/2026
Jamarra,Ugle-Hagan,2693,Gold Coast,2026,9,KEY_FORWARD,CD_I1009301,4/04/2002,NA,197,0,NA,NA,NA,NA,27/04/2026
Ben,Jepson,2691,Gold Coast,2026,44,MIDFIELDER,CD_I1011950,10/10/2001,NA,184,0,NA,NA,NA,NA,27/04/2026
Sam,Clohesy,4320,Gold Coast,2026,33,MIDFIELDER,CD_I1013257,12/12/2002,NA,189,0,NA,NA,NA,NA,27/04/2026
Alex,Davies,2558,Gold Coast,2026,5,MIDFIELDER,CD_I1013268,18/03/2002,NA,193,0,NA,NA,NA,NA,27/04/2026
Oscar,Adams,5695,Gold Coast,2026,48,KEY_DEFENDER,CD_I1015515,23/07/2003,NA,198,0,NA,NA,NA,NA,27/04/2026
Mac,Andrew,5063,Gold Coast,2026,1,KEY_DEFENDER,CD_I1017396,4/12/2003,NA,202,0,NA,NA,NA,NA,27/04/2026
Caleb,Lewis,5267,Gold Coast,2026,45,KEY_FORWARD,CD_I1017493,29/09/2003,NA,198,0,NA,NA,NA,NA,27/04/2026
Bodhi,Uwland,4868,Gold Coast,2026,6,MEDIUM_DEFENDER,CD_I1017665,25/07/2003,NA,188,0,NA,NA,NA,NA,27/04/2026
Jake,Rogers,6485,Gold Coast,2026,29,MEDIUM_FORWARD,CD_I1018123,2/03/2005,NA,172,0,NA,NA,NA,NA,27/04/2026
Ned,Moyle,5311,Gold Coast,2026,23,RUCK,CD_I1021013,15/02/2002,NA,206,0,NA,NA,NA,NA,27/04/2026
Bailey,Humphrey,5434,Gold Coast,2026,19,MEDIUM_FORWARD,CD_I1023500,11/09/2004,NA,186,0,NA,NA,NA,NA,27/04/2026
Jed,Walter,5440,Gold Coast,2026,4,KEY_FORWARD,CD_I1023736,8/06/2005,NA,195,0,NA,NA,NA,NA,27/04/2026
Will,Graham,6512,Gold Coast,2026,26,MIDFIELDER_FORWARD,CD_I1026960,27/07/2005,NA,186,0,NA,NA,NA,NA,27/04/2026
Ethan,Read,6525,Gold Coast,2026,20,KEY_FORWARD,CD_I1027033,7/07/2005,NA,202,0,NA,NA,NA,NA,27/04/2026
Max,Knobel,6531,Gold Coast,2026,37,RUCK,CD_I1027701,27/06/2004,NA,206,0,NA,NA,NA,NA,27/04/2026
Asher,Eastham,9218,Gold Coast,2026,42,MEDIUM_DEFENDER,CD_I1028541,13/05/2006,NA,188,0,NA,NA,NA,NA,27/04/2026
Cooper,Bell,9198,Gold Coast,2026,31,KEY_DEFENDER,CD_I1029065,30/11/2006,NA,199,0,NA,NA,NA,NA,27/04/2026
Zeke,Uwland,9224,Gold Coast,2026,32,MIDFIELDER,CD_I1029297,24/04/2007,NA,180,0,NA,NA,NA,NA,27/04/2026
Leonardo,Lombard,9246,Gold Coast,2026,8,MEDIUM_FORWARD,CD_I1029301,5/10/2006,NA,178,0,NA,NA,NA,NA,27/04/2026
Lachlan,Gulbin,9266,Gold Coast,2026,39,MEDIUM_FORWARD,CD_I1029304,24/11/2006,NA,187,0,NA,NA,NA,NA,27/04/2026
Jai,Murray,9257,Gold Coast,2026,35,MIDFIELDER,CD_I1029307,9/03/2007,NA,187,0,NA,NA,NA,NA,27/04/2026
Avery,Thomas,12196,Gold Coast,2026,41,MEDIUM_DEFENDER,CD_I1030438,20/09/2007,NA,186,0,NA,NA,NA,NA,27/04/2026
Beau,Addinsall,9293,Gold Coast,2026,38,MIDFIELDER,CD_I1032398,9/03/2007,NA,182,0,NA,NA,NA,NA,27/04/2026
Koby,Coulson,12387,Gold Coast,2026,43,MIDFIELDER,CD_I1033555,31/07/2007,NA,180,0,NA,NA,NA,NA,27/04/2026
Dylan,Patterson,12421,Gold Coast,2026,30,MEDIUM_DEFENDER,CD_I1033568,1/09/2007,NA,183,0,NA,NA,NA,NA,27/04/2026
Zak,Evans,13856,Gold Coast,2026,36,MEDIUM_DEFENDER,CD_I1038801,26/03/2000,NA,192,0,NA,NA,NA,NA,27/04/2026
Jarrod,Witts,161,Gold Coast,2026,28,RUCK,CD_I291975,13/09/1992,NA,209,0,NA,NA,NA,NA,27/04/2026
Sam,Collins,824,Gold Coast,2026,25,KEY_DEFENDER,CD_I295446,15/06/1994,NA,194,0,NA,NA,NA,NA,27/04/2026
Nick,Holman,128,Gold Coast,2026,7,MIDFIELDER,CD_I297456,29/05/1995,NA,188,0,NA,NA,NA,NA,27/04/2026
Christian,Petracca,1001,Gold Coast,2026,3,MIDFIELDER_FORWARD,CD_I298210,4/01/1996,NA,187,0,NA,NA,NA,NA,27/04/2026
Touk,Miller,990,Gold Coast,2026,11,MIDFIELDER_FORWARD,CD_I298272,22/02/1996,NA,178,0,NA,NA,NA,NA,27/04/2026
Lachie,Weller,823,Gold Coast,2026,14,MIDFIELDER,CD_I298524,23/02/1996,NA,182,0,NA,NA,NA,NA,27/04/2026
Ben,Long,1408,Gold Coast,2026,22,MEDIUM_FORWARD,CD_I993917,21/08/1997,NA,186,0,NA,NA,NA,NA,27/04/2026
Jy,Farrar,3722,Gold Coast,2026,50,MEDIUM_FORWARD,CD_I999715,7/12/1996,NA,190,0,NA,NA,NA,NA,27/04/2026
Mitch,Lewis,1333,Hawthorn,2026,2,KEY_FORWARD,CD_I1000887,14/10/1998,NA,199,0,NA,NA,NA,NA,27/04/2026
Harry,Morrison,1341,Hawthorn,2026,1,MIDFIELDER,CD_I1000963,12/11/1998,NA,184,0,NA,NA,NA,NA,27/04/2026
Lloyd,Meek,1560,Hawthorn,2026,17,RUCK,CD_I1000980,22/04/1998,NA,203,0,NA,NA,NA,NA,27/04/2026
Ned,Reeves,1822,Hawthorn,2026,7,RUCK,CD_I1001024,31/10/1998,NA,210,0,NA,NA,NA,NA,27/04/2026
Massimo,D'Ambrosio,4349,Hawthorn,2026,16,MIDFIELDER,CD_I1005144,5/06/2003,NA,178,0,NA,NA,NA,NA,27/04/2026
Dylan,Moore,1595,Hawthorn,2026,8,MEDIUM_FORWARD,CD_I1006314,4/08/1999,NA,177,0,NA,NA,NA,NA,27/04/2026
Conor,Nash,1302,Hawthorn,2026,11,MIDFIELDER,CD_I1007124,28/07/1998,NA,198,0,NA,NA,NA,NA,27/04/2026
Will,Day,3726,Hawthorn,2026,12,MIDFIELDER,CD_I1008550,5/06/2001,NA,191,0,NA,NA,NA,NA,27/04/2026
Finn,Maginness,2812,Hawthorn,2026,20,MEDIUM_FORWARD,CD_I1009421,23/02/2001,NA,189,0,NA,NA,NA,NA,27/04/2026
Sam,Butler,5124,Hawthorn,2026,30,MIDFIELDER_FORWARD,CD_I1010708,10/02/2003,NA,184,0,NA,NA,NA,NA,27/04/2026
Flynn,Perez,2208,Hawthorn,2026,39,MEDIUM_DEFENDER,CD_I1011771,25/08/2001,NA,187,0,NA,NA,NA,NA,27/04/2026
James,Blanck,2447,Hawthorn,2026,36,KEY_DEFENDER,CD_I1011839,20/11/2000,NA,196,0,NA,NA,NA,NA,27/04/2026
Jack,Ginnivan,2238,Hawthorn,2026,33,MEDIUM_FORWARD,CD_I1012857,9/12/2002,NA,185,0,NA,NA,NA,NA,27/04/2026
Connor,Macdonald,2722,Hawthorn,2026,9,MEDIUM_FORWARD,CD_I1017094,13/01/2003,NA,185,0,NA,NA,NA,NA,27/04/2026
Josh,Ward,5252,Hawthorn,2026,25,MIDFIELDER,CD_I1017110,15/08/2003,NA,183,0,NA,NA,NA,NA,27/04/2026
Jai,Newcombe,4712,Hawthorn,2026,3,MIDFIELDER,CD_I1020895,2/08/2001,NA,187,0,NA,NA,NA,NA,27/04/2026
William,McCabe,9672,Hawthorn,2026,27,KEY_FORWARD,CD_I1022410,29/09/2005,NA,197,0,NA,NA,NA,NA,27/04/2026
Bodie,Ryan,9721,Hawthorn,2026,26,MEDIUM_DEFENDER,CD_I1022473,20/04/2005,NA,187,0,NA,NA,NA,NA,27/04/2026
Nick,Watson,5592,Hawthorn,2026,5,MEDIUM_FORWARD,CD_I1023473,24/02/2005,NA,170,0,NA,NA,NA,NA,27/04/2026
Cam,Mackenzie,5630,Hawthorn,2026,28,MIDFIELDER,CD_I1023482,21/01/2004,NA,188,0,NA,NA,NA,NA,27/04/2026
Henry,Hustwaite,5410,Hawthorn,2026,44,MIDFIELDER,CD_I1023680,20/07/2004,NA,195,0,NA,NA,NA,NA,27/04/2026
Matthew,LeRay,9824,Hawthorn,2026,31,MIDFIELDER,CD_I1027145,22/02/2007,NA,193,0,NA,NA,NA,NA,27/04/2026
Josh,Weddle,6669,Hawthorn,2026,23,MIDFIELDER,CD_I1027935,25/05/2004,NA,191,0,NA,NA,NA,NA,27/04/2026
Max,Ramsden,6683,Hawthorn,2026,38,KEY_FORWARD,CD_I1027965,19/04/2003,NA,203,0,NA,NA,NA,NA,27/04/2026
Cody,Anderson,8416,Hawthorn,2026,32,MIDFIELDER,CD_I1028566,30/01/2006,NA,183,0,NA,NA,NA,NA,27/04/2026
Noah,Mraz,8506,Hawthorn,2026,21,KEY_DEFENDER,CD_I1028643,20/02/2006,NA,198,0,NA,NA,NA,NA,27/04/2026
Bailey,Macdonald,8448,Hawthorn,2026,42,MEDIUM_DEFENDER,CD_I1029261,4/08/2004,NA,182,0,NA,NA,NA,NA,27/04/2026
Aidan,Schubert,10887,Hawthorn,2026,29,KEY_FORWARD,CD_I1031492,21/12/2007,NA,195,0,NA,NA,NA,NA,27/04/2026
Calsher,Dear,9423,Hawthorn,2026,13,KEY_FORWARD,CD_I1032100,4/08/2005,NA,195,0,NA,NA,NA,NA,27/04/2026
Cameron,Nairn,10898,Hawthorn,2026,22,MIDFIELDER_FORWARD,CD_I1032408,15/10/2007,NA,185,0,NA,NA,NA,NA,27/04/2026
Jack,Dalton,12018,Hawthorn,2026,34,MEDIUM_FORWARD,CD_I1033042,5/04/2007,NA,177,0,NA,NA,NA,NA,27/04/2026
Oliver,Greeves,12317,Hawthorn,2026,35,MIDFIELDER,CD_I1033071,7/02/2007,NA,191,0,NA,NA,NA,NA,27/04/2026
Jaime,Uhr-Henry,13964,Hawthorn,2026,43,RUCK,CD_I1039499,12/05/2003,NA,209,0,NA,NA,NA,NA,27/04/2026
Matt,Hill,13965,Hawthorn,2026,41,MEDIUM_FORWARD,CD_I1039500,1/01/2004,NA,187,0,NA,NA,NA,NA,27/04/2026
Jack,Gunston,500,Hawthorn,2026,19,KEY_FORWARD,CD_I291351,16/10/1991,NA,193,0,NA,NA,NA,NA,27/04/2026
Jarman,Impey,703,Hawthorn,2026,4,MEDIUM_DEFENDER,CD_I296254,9/07/1995,NA,178,0,NA,NA,NA,NA,27/04/2026
Karl,Amon,801,Hawthorn,2026,10,MEDIUM_DEFENDER,CD_I297354,19/08/1995,NA,181,0,NA,NA,NA,NA,27/04/2026
James,Sicily,514,Hawthorn,2026,6,KEY_DEFENDER,CD_I297566,6/01/1995,NA,188,0,NA,NA,NA,NA,27/04/2026
Tom,Barrass,789,Hawthorn,2026,37,KEY_DEFENDER,CD_I990290,8/10/1995,NA,197,0,NA,NA,NA,NA,27/04/2026
Blake,Hardwick,924,Hawthorn,2026,15,MEDIUM_DEFENDER,CD_I993794,5/02/1997,NA,183,0,NA,NA,NA,NA,27/04/2026
Mabior,Chol,1125,Hawthorn,2026,18,KEY_FORWARD,CD_I994077,29/01/1997,NA,200,0,NA,NA,NA,NA,27/04/2026
Jack,Scrimshaw,1336,Hawthorn,2026,14,KEY_DEFENDER,CD_I998114,4/09/1998,NA,194,0,NA,NA,NA,NA,27/04/2026
Josh,Battle,1412,Hawthorn,2026,24,KEY_DEFENDER,CD_I998134,1/09/1998,NA,193,0,NA,NA,NA,NA,27/04/2026
Bayley,Fritsch,1520,Melbourne,2026,31,MEDIUM_FORWARD,CD_I1001438,6/12/1996,NA,188,0,NA,NA,NA,NA,27/04/2026
Oscar,Berry,15851,Melbourne,2026,38,MEDIUM_DEFENDER,CD_I1005152,4/01/2002,NA,194,0,NA,NA,NA,NA,27/04/2026
Kade,Chandler,1808,Melbourne,2026,37,MEDIUM_FORWARD,CD_I1005330,13/01/2000,NA,175,0,NA,NA,NA,NA,27/04/2026
Harry,Sharp,2670,Melbourne,2026,30,MEDIUM_FORWARD,CD_I1007099,17/12/2002,NA,182,0,NA,NA,NA,NA,27/04/2026
Jack,Henderson,5007,Melbourne,2026,43,MEDIUM_FORWARD,CD_I1008183,1/10/1999,NA,177,0,NA,NA,NA,NA,27/04/2026
Kysaiah,Pickett,3727,Melbourne,2026,36,MIDFIELDER,CD_I1008541,2/06/2001,NA,171,0,NA,NA,NA,NA,27/04/2026
Harrison,Petty,1590,Melbourne,2026,35,KEY_DEFENDER,CD_I1008893,12/11/1999,NA,197,0,NA,NA,NA,NA,27/04/2026
Trent,Rivers,3729,Melbourne,2026,24,MEDIUM_DEFENDER,CD_I1009378,30/07/2001,NA,188,0,NA,NA,NA,NA,27/04/2026
Jake,Bowey,3132,Melbourne,2026,17,MEDIUM_DEFENDER,CD_I1012825,12/09/2002,NA,175,0,NA,NA,NA,NA,27/04/2026
Bailey,Laurie,2805,Melbourne,2026,16,MEDIUM_FORWARD,CD_I1012826,24/03/2002,NA,179,0,NA,NA,NA,NA,27/04/2026
Andy,Moniz-Wakefield,5472,Melbourne,2026,45,MEDIUM_DEFENDER,CD_I1013165,26/10/2003,NA,182,0,NA,NA,NA,NA,27/04/2026
Max,Heath,3033,Melbourne,2026,27,RUCK,CD_I1015886,24/10/2002,NA,204,0,NA,NA,NA,NA,27/04/2026
Blake,Howes,5236,Melbourne,2026,22,MEDIUM_DEFENDER,CD_I1017122,7/04/2003,NA,191,0,NA,NA,NA,NA,27/04/2026
Jacob,van Rooyen,5689,Melbourne,2026,2,KEY_FORWARD,CD_I1017720,16/04/2003,NA,193,0,NA,NA,NA,NA,27/04/2026
Jai,Culley,5064,Melbourne,2026,13,MIDFIELDER,CD_I1020802,24/02/2003,NA,194,0,NA,NA,NA,NA,27/04/2026
Paddy,Cross,5128,Melbourne,2026,41,MEDIUM_FORWARD,CD_I1020887,14/02/2003,NA,183,0,NA,NA,NA,NA,27/04/2026
Daniel,Turner,5217,Melbourne,2026,10,KEY_DEFENDER,CD_I1020959,28/01/2002,NA,194,0,NA,NA,NA,NA,27/04/2026
Latrelle,Pickett,10179,Melbourne,2026,33,MEDIUM_FORWARD,CD_I1022677,28/12/2005,NA,180,0,NA,NA,NA,NA,27/04/2026
Jed,Adams,7414,Melbourne,2026,26,KEY_DEFENDER,CD_I1023174,14/05/2004,NA,196,0,NA,NA,NA,NA,27/04/2026
Matthew,Jefferson,5498,Melbourne,2026,21,KEY_FORWARD,CD_I1023486,8/03/2004,NA,195,0,NA,NA,NA,NA,27/04/2026
Koltyn,Tholstrup,7635,Melbourne,2026,12,MEDIUM_DEFENDER,CD_I1023640,28/06/2005,NA,186,0,NA,NA,NA,NA,27/04/2026
Aidan,Johnson,5627,Melbourne,2026,42,KEY_FORWARD,CD_I1024173,9/03/2000,NA,193,0,NA,NA,NA,NA,27/04/2026
Luker,Kentfield,7630,Melbourne,2026,44,KEY_DEFENDER,CD_I1024337,10/09/2005,NA,194,0,NA,NA,NA,NA,27/04/2026
Caleb,Windsor,6443,Melbourne,2026,6,MIDFIELDER,CD_I1027821,9/06/2005,NA,185,0,NA,NA,NA,NA,27/04/2026
Xavier,Lindsay,8524,Melbourne,2026,5,MEDIUM_DEFENDER,CD_I1028531,3/08/2006,NA,183,0,NA,NA,NA,NA,27/04/2026
Harvey,Langford,8503,Melbourne,2026,4,MIDFIELDER,CD_I1028546,15/03/2006,NA,190,0,NA,NA,NA,NA,27/04/2026
Ricky,Mentha,11741,Melbourne,2026,39,MEDIUM_FORWARD,CD_I1029211,4/09/2006,NA,179,0,NA,NA,NA,NA,27/04/2026
Xavier,Taylor,12344,Melbourne,2026,19,MEDIUM_DEFENDER,CD_I1033072,30/01/2007,NA,191,0,NA,NA,NA,NA,27/04/2026
Riley,Onley,11962,Melbourne,2026,40,MIDFIELDER,CD_I1033093,30/03/2007,NA,194,0,NA,NA,NA,NA,27/04/2026
Kalani,White,12422,Melbourne,2026,34,RUCK,CD_I1033572,5/05/2007,NA,199,0,NA,NA,NA,NA,27/04/2026
Thomas,Matthews,11956,Melbourne,2026,20,MEDIUM_FORWARD,CD_I1034214,28/02/2007,NA,171,0,NA,NA,NA,NA,27/04/2026
Jake,Melksham,137,Melbourne,2026,18,MEDIUM_FORWARD,CD_I280824,29/08/1991,NA,186,0,NA,NA,NA,NA,27/04/2026
Steven,May,287,Melbourne,2026,1,KEY_DEFENDER,CD_I281085,10/01/1992,NA,193,0,NA,NA,NA,NA,27/04/2026
Tom,Campbell,693,Melbourne,2026,29,RUCK,CD_I290246,2/11/1991,NA,201,0,NA,NA,NA,NA,27/04/2026
Max,Gawn,412,Melbourne,2026,11,RUCK,CD_I290528,30/12/1991,NA,209,0,NA,NA,NA,NA,27/04/2026
Tom,McDonald,663,Melbourne,2026,25,KEY_DEFENDER,CD_I291533,18/09/1992,NA,195,0,NA,NA,NA,NA,27/04/2026
Brody,Mihocek,1685,Melbourne,2026,28,KEY_FORWARD,CD_I291849,4/02/1993,NA,192,0,NA,NA,NA,NA,27/04/2026
Jack,Viney,608,Melbourne,2026,7,MIDFIELDER,CD_I291902,13/04/1994,NA,179,0,NA,NA,NA,NA,27/04/2026
Jack,Steele,868,Melbourne,2026,9,MIDFIELDER,CD_I296205,13/12/1995,NA,187,0,NA,NA,NA,NA,27/04/2026
Christian,Salem,735,Melbourne,2026,3,MEDIUM_DEFENDER,CD_I296359,15/07/1995,NA,184,0,NA,NA,NA,NA,27/04/2026
Ed,Langdon,810,Melbourne,2026,15,MIDFIELDER,CD_I298264,1/02/1996,NA,182,0,NA,NA,NA,NA,27/04/2026
Jake,Lever,856,Melbourne,2026,8,KEY_DEFENDER,CD_I298281,5/03/1996,NA,194,0,NA,NA,NA,NA,27/04/2026
Shane,McAdam,1924,Melbourne,2026,23,MEDIUM_FORWARD,CD_I298470,28/05/1995,NA,186,0,NA,NA,NA,NA,27/04/2026
Changkuoth,Jiath,1574,Melbourne,2026,14,MEDIUM_DEFENDER,CD_I998390,13/06/1999,NA,185,0,NA,NA,NA,NA,27/04/2026
Tom,Sparrow,1947,Melbourne,2026,32,MIDFIELDER,CD_I999391,31/05/2000,NA,183,0,NA,NA,NA,NA,27/04/2026
Callum,Coleman-Jones,1754,North Melbourne,2026,21,RUCK,CD_I1000061,13/06/1999,2017,200,0,Unley (SA)/Scotch College (SA)/Sturt (SANFL)/Richmond,2019,nationalDraft,20,27/04/2026
Nick,Larkey,1355,North Melbourne,2026,20,KEY_FORWARD,CD_I1001017,6/06/1998,2016,198,0,Hawthorn Citizens (Vic)/Oakleigh U18,2017,nationalDraft,73,27/04/2026
Toby,Pink,1338,North Melbourne,2026,32,KEY_DEFENDER,CD_I1002138,11/08/1998,2024,194,0,Tantanoola (SA)/Glenelg (SANFL),2024,rookieElevation,1,27/04/2026
Luke,Davies-Uniacke,1607,North Melbourne,2026,9,MIDFIELDER,CD_I1002267,8/06/1999,2017,188,0,Rye (Vic)/Haileybury College (Vic)/Dandenong U18,2018,nationalDraft,4,27/04/2026
Charlie,Spargo,1742,North Melbourne,2026,13,MEDIUM_FORWARD,CD_I1002282,25/11/1999,2017,172,0,Albury (NSW)/Murray U18/Melbourne,2018,nationalDraft,29,27/04/2026
Paul,Curtis,4350,North Melbourne,2026,25,MEDIUM_FORWARD,CD_I1002947,4/03/2003,2021,185,0,Keilor (Vic)/Western U18,2022,nationalDraft,35,27/04/2026
