Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
1499	34	Guerra, Brent	1982-05-29	182cm	90kg	31 (22-0-9)	44	2004-2005	21y 324d	23y 110d
1547	31	Simpkin, Tom	1990-08-07	191cm	92kg	31 (14-0-17)	2	2011-2014	20y 301d	23y 325d
21	 	Blake, Mick	1874-09-13	 	 	30 (0-0-30)	5	1897-1899	22y 244d	24y 284d
28	 	Whitelaw, Fred	1878-01-25	178cm	 	30 (0-0-30)	4	1897-1899	19y 124d	21y 213d
189	 	Gravenall, Sam	1885-07-18	179cm	 	30 (7-0-23)	15	1903, 1906, 1910	18y 28d	25y 47d
223	 	Lawson, Ivor	1883-05-02	178cm	74kg	30 (10-0-20)	1	1905-1907	22y 18d	24y 58d
431	30	Lowrie, Bill	1893-01-03	178cm	72kg	30 (10-1-19)	27	1914-1915, 1919-1920	21y 161d	27y 168d
539	11	Reynolds, Les	1899-06-03	179cm	 	30 (8-1-21)	11	1922-1924	23y 42d	25y 88d
553	17	Lord, John	1899-09-16	191cm	85kg	30 (12-0-18)	18	1924-1926	24y 230d	26y 332d
1378	13	Ralphsmith, Sean	1966-12-14	188cm	90kg	30 (17-1-12)	5	1991-1994	24y 120d	27y 249d
1455	28	Ryan, Damien	1977-08-03	188cm	85kg	30 (11-1-18)	3	1999-2001	21y 236d	23y 344d
1482	30	Wulf, Daniel	1980-05-19	188cm	88kg	30 (6-1-23)	17	2001-2003	21y 49d	23y 76d
1548	32	Milera, Terry	1988-01-08	185cm	68kg	30 (11-0-19)	31	2012-2014	24y 84d	26y 171d
2	 	Aylwin, Harry	1870-12-16	179cm	 	29 (0-0-29)	 	1897-1899	26y 143d	28y 218d
17	 	Shaw, Billy	1872-11-03	 	 	29 (0-0-29)	1	1897-1899	24y 186d	26y 261d
57	 	Stewart, George	1873-11-21	178cm	81kg	29 (0-0-29)	3	1898-1900	24y 184d	26y 263d
455	23	Hannan, Bill	1899-01-03	 	 	29 (14-0-15)	 	1918-1919, 1921	19y 128d	22y 243d
515	31	ORourke, Jack	1899-01-15	175cm	70kg	29 (8-0-21)	21	1920-1924	21y 233d	25y 151d
701	3	Penny, Ern	1912-03-16	165cm	67kg	29 (17-0-12)	29	1934-1935	22y 57d	23y 147d
714	17	Cole, Billy	1909-08-09	170cm	68kg	29 (16-0-13)	19	1935-1937	25y 275d	28y 19d
975	21	Howell, Don	1935-07-15	178cm	73kg	29 (5-1-23)	9	1953-1955	18y 10d	20y 36d
1236	41	Gorozidis, Con	1961-09-20	183cm	86kg	29 (6-0-23)	64	1980-1982	18y 240d	20y 314d
1359	9	Kitschke, Damian	1966-05-13	193cm	101kg	29 (14-1-14)	14	1990-1991	23y 323d	25y 61d
1423	30	Coghlan, Glen	1974-07-29	190cm	94kg	29 (12-0-17)	7	1995-1997	20y 261d	22y 314d
1472	11	Callaghan, Craig	1976-03-09	172cm	78kg	29 (7-1-21)	25	2001-2002	25y 22d	26y 147d
1511	29	Rix, Michael	1981-01-08	198cm	101kg	29 (17-0-12)	3	2006-2008	25y 153d	27y 109d
1650	40	Hall, Max	2002-04-15	183cm	83kg	29 (11-0-18)	30	2025-2026	22y 335d	24y 3d
80	 	McGregor, Billy	1876-11-20	 	 	28 (1-0-27)	2	1899-1900	22y 174d	23y 292d
183	 	Powell, Joe	1868-06-30	 	 	28 (8-0-20)	 	1903-1905	34y 327d	37y 22d
399	28	Harris, Dick	1885-10-14	173cm	70kg	28 (13-0-15)	3	1912-1913	26y 196d	27y 348d
593	4	Shelton, Jack	1905-01-24	180cm	80kg	28 (15-0-13)	4	1926, 1928-1929	21y 132d	24y 170d
745	29	Rose, Arthur	1919-07-10	178cm	73kg	28 (15-0-13)	2	1937-1940, 1944	18y 49d	25y 5d
817	10	Connelly, Jack	1918-08-04	179cm	80kg	28 (7-2-19)	40	1942-1944	23y 348d	26y 29d
939	36	Bloom, Nick	1930-02-16	168cm	66kg	28 (5-0-23)	32	1951-1952	21y 85d	22y 189d
1458	16	Carr, Matthew	1978-12-29	190cm	89kg	28 (7-1-20)	2	1999-2000	20y 109d	21y 220d
1543	2	Siposs, Arryn	1992-11-25	189cm	90kg	28 (10-0-18)	22	2011-2014	18y 165d	21y 186d
1564	41	Minchington, Darren	1993-12-09	179cm	82kg	28 (11-1-16)	22	2013-2017	19y 243d	23y 169d
113	 	Pearce, Arthur	1881-01-01	179cm	66kg	27 (1-0-26)	6	1900-1901	19y 124d	20y 235d
140	 	Robertson, Tom	1876-11-02	180cm	 	27 (1-0-26)	7	1901-1902	24y 211d	25y 301d
259	 	Bant, Chris	1881-02-21	174cm	 	27 (13-0-14)	2	1907-1908	26y 93d	27y 197d
327	 	Outen, Matt	1883-07-02	182cm	 	27 (3-0-24)	7	1910-1911	26y 316d	28y 20d
626	27	Outram, Percy	1903-05-21	174cm	70kg	27 (17-0-10)	50	1928-1930	25y 12d	27y 10d
682	28	Roberts, Frank	1912-02-27	175cm	83kg	27 (11-0-16)	44	1933-1934	21y 68d	22y 200d
750	31	Sharp, Bill	1915-08-27	175cm	65kg	27 (16-0-11)	6	1938-1940, 1945	22y 260d	29y 363d
889	3	Pickett, Des	1925-06-04	179cm	83kg	27 (3-0-24)	4	1946-1950	21y 67d	25y 55d
1093	22	Billing, Kevin	1944-10-26	179cm	75kg	27 (20-0-7)	1	1962, 1964-1969	17y 303d	24y 217d
1163	16	Ellis, David	1949-11-11	194cm	89kg	27 (10-0-17)	4	1972-1974, 1977	22y 149d	27y 247d
1320	44	Evans, Tony	1966-01-30	180cm	76kg	27 (9-0-18)	2	1986-1988	20y 79d	22y 161d
269	 	Madden, Bill	1881-11-18	170cm	 	26 (11-0-15)	14	1908-1909	26y 166d	27y 248d
336	11	Plowman, Hugh	1889-04-21	 	 	26 (3-0-23)	1	1910-1912	21y 44d	23y 43d
454	25	Berry, Reg	1892-06-21	173cm	 	26 (13-0-13)	9	1918-1919	25y 324d	27y 70d
746	1	Clarke, Ansell	1907-08-12	173cm	76kg	26 (16-0-10)	47	1938-1940	30y 254d	32y 329d
791	22	Shields, Clarrie	1914-04-21	178cm	77kg	26 (4-1-21)	5	1941-1943	27y 26d	29y 80d
878	23	Brunnen, Gordon	1922-05-11	188cm	83kg	26 (5-0-21)	 	1946-1947	23y 351d	25y 83d
928	32	Cockfield, Ken	1928-10-08	174cm	73kg	26 (8-0-18)	 	1949-1953	20y 281d	24y 325d
945	30	Davidson, Irving	1929-04-30	185cm	83kg	26 (7-0-19)	1	1951-1954	22y 89d	25y 99d
1256	26	Hewitt, Darryl	1958-04-29	180cm	72kg	26 (6-0-20)	20	1981-1982	23y 38d	24y 121d
1264	43	Favier, John	1960-07-23	185cm	90kg	26 (7-0-19)	1	1982-1984	21y 254d	24y 26d
1465	17	Plapp, Justin	1977-06-22	189cm	83kg	26 (3-0-23)	8	2000-2002	22y 264d	24y 331d
16	 	Phillips, Syd	1874-05-27	177cm	 	25 (0-0-25)	 	1897-1898	22y 346d	24y 99d
188	 	Harris, Frank	1883-06-01	 	 	25 (8-0-17)	5	1903-1905	20y 47d	22y 93d
485	10	Cameron, Wally	1896-11-13	191cm	 	25 (4-1-20)	23	1920-1923	23y 170d	26y 306d
557	21	Day, Bert	1900-03-13	175cm	73kg	25 (8-0-17)	1	1924-1927	24y 58d	27y 90d
695	8	Gainger, Harold	1909-06-23	182cm	83kg	25 (14-0-11)	12	1934-1936	24y 316d	27y 25d
1307	30	Ingleton, Ben	1967-08-24	180cm	76kg	25 (5-0-20)	9	1985-1986, 1989	17y 267d	22y 9d
1473	16	Capuano, Mathew	1975-09-02	198cm	99kg	25 (5-1-19)	13	2001-2003	25y 210d	27y 264d
1563	26	Curren, Tom	1992-07-29	178cm	78kg	25 (7-0-18)	9	2013-2015	20y 356d	22y 270d
51	 	Blake, Tom	1872-07-15	 	 	24 (0-0-24)	4	1898-1900	25y 310d	27y 313d
788	1	Knight, Jack	1912-11-21	183cm	80kg	24 (5-0-19)	16	1941-1942	28y 156d	29y 267d
920	1	Pemberton, Fred	1923-05-22	191cm	85kg	24 (6-1-17)	1	1948-1950	25y 42d	27y 89d
1197	38	Booth, Doug	1957-08-01	185cm	85kg	24 (9-1-14)	4	1976-1978, 1982	18y 323d	24y 323d
1250	9	Faletic, Milan	1953-03-08	191cm	88kg	24 (5-0-19)	33	1981-1982	28y 20d	29y 152d
1260	22	ODonnell, Simon	1963-01-26	191cm	83kg	24 (4-0-20)	18	1982-1983	19y 60d	20y 213d
1288	32	Jobling, Andrew	1964-09-20	183cm	74kg	24 (3-0-21)	5	1983, 1985-1987	18y 341d	22y 231d
1317	21	Wittey, David	1966-04-10	193cm	82kg	24 (4-0-20)	 	1986-1987	19y 355d	21y 78d
1329	8	Marcou, Alex	1958-07-06	178cm	76kg	24 (8-0-16)	17	1987-1988	28y 265d	30y 24d
1397	25	Hollow, Chris	1971-11-21	190cm	85kg	24 (11-0-13)	5	1993-1995	21y 126d	23y 152d
1565	39	Shenton, Cameron	1990-09-27	188cm	83kg	24 (5-1-18)	8	2013-2015	22y 332d	24y 329d
36	 	Rutherford, George	1875-07-30	177cm	 	23 (0-0-23)	 	1897-1900	21y 345d	24y 342d
54	 	Dando, Johnny	1877-11-28	165cm	 	23 (0-0-23)	 	1898-1899, 1901	20y 177d	23y 164d
109	 	Clough, Claude	1884-10-08	 	 	23 (1-0-22)	8	1900-1901	15y 209d	16y 313d
504	5	Curtayne, Bob	1894-03-29	161cm	 	23 (5-1-17)	1	1920-1921	26y 96d	27y 172d
640	2	Stevens, Billy	1905-08-06	177cm	72kg	23 (11-0-12)	9	1930-1931	24y 270d	26y 37d
740	33	Showell, Jack	1915-02-07	179cm	81kg	23 (13-0-10)	 	1937-1938	22y 146d	23y 194d
845	16	Howe, Jack	1922-03-24	168cm	68kg	23 (4-0-19)	30	1944-1947	22y 113d	25y 131d
903	16	Millar, Len	1926-04-08	183cm	76kg	23 (1-1-21)	2	1947-1948	21y 88d	22y 142d
1064	20	McKay, Tom	1938-09-24	188cm	86kg	23 (17-0-6)	 	1959, 1962-1964	20y 255d	25y 333d
1214	17	Stone, Chris	1959-02-24	183cm	80kg	23 (2-2-19)	12	1978-1981	19y 101d	22y 81d
1228	25	Jesaulenko, Alex	1945-08-02	182cm	86kg	23 (5-1-17)	20	1980-1981	34y 240d	35y 287d
1434	16	Neill, Robert	1974-01-05	184cm	90kg	23 (9-0-14)	7	1996-1997	22y 85d	23y 265d
1456	33	Walton, Ben	1979-11-12	187cm	88kg	23 (8-1-14)	15	1999-2001	19y 135d	21y 188d
1636	21	Cordy, Zaine	1996-10-27	193cm	90kg	23 (10-0-13)	9	2023-2025	26y 143d	28y 140d
1651	6	Macrae, Jack	1994-08-03	191cm	85kg	23 (8-0-15)	1	2025-2026	30y 225d	31y 224d
84	 	Spilcker, George	1874-06-12	 	 	22 (1-0-21)	1	1899-1901	24y 335d	26y 340d
187	 	Nixon, Fred	1874-09-26	 	 	22 (7-0-15)	21	1903-1904	28y 288d	29y 336d
458	10	Ostberg, Roy	1897-03-21	182cm	 	22 (11-0-11)	7	1918-1919	21y 51d	22y 169d
542	23	Archer, Tim	1897-02-13	177cm	 	22 (11-0-11)	12	1923-1924	26y 88d	27y 192d
764	14	Yewers, Jim	1917-11-01	191cm	83kg	22 (12-0-10)	15	1939-1940, 1942	21y 172d	24y 266d
847	10	Wells, Billy	1920-11-08	175cm	76kg	22 (4-1-17)	2	1944-1945	23y 257d	24y 297d
864	29	Driver, Geoff	1920-12-31	173cm	70kg	22 (4-0-18)	22	1945-1946	24y 160d	25y 229d
918	8	Stevens, Alan	1923-08-05	183cm	80kg	22 (5-1-16)	1	1948-1950	24y 305d	27y 7d
960	23	Milnes, Brian	1932-03-12	183cm	81kg	22 (3-0-19)	3	1952-1955	20y 150d	23y 93d
1047	3	Kupsch, Bob	1933-11-27	175cm	79kg	22 (10-0-12)	 	1957-1958	23y 207d	24y 269d
1223	20	Herbert, Dean	1956-01-24	198cm	99kg	22 (5-1-16)	23	1979-1981	23y 157d	25y 140d
1382	17	Allen, Tim	1970-10-12	191cm	85kg	22 (15-0-7)	13	1991-1992	20y 288d	21y 316d
1386	16	Fletcher, Adrian	1969-10-10	178cm	84kg	22 (13-0-9)	10	1992	22y 164d	22y 338d
1392	30	Bingham, Lawrence	1969-05-28	200cm	95kg	22 (10-0-12)	 	1992-1993	22y 361d	24y 44d
1448	41	Campbell, Brad	1975-12-21	181cm	83kg	22 (13-0-9)	2	1997-1999	21y 134d	23y 230d
1559	30	Murdoch, Brodie	1994-01-21	188cm	78kg	22 (4-1-17)	9	2013-2016	19y 94d	22y 136d
1560	35	Saunders, Josh	1994-08-31	180cm	78kg	22 (3-1-18)	7	2013-2015	18y 237d	20y 356d
1617	23	Bytel, Jack	2000-03-14	189cm	78kg	22 (11-0-11)	3	2020-2021, 2023	20y 149d	23y 131d
26	 	McGrath, Jerry	1874-12-25	 	 	21 (1-1-19)	 	1897, 1900, 1902-1903	22y 150d	28y 198d
79	 	Markillie, Mal	1880-12-14	173cm	 	21 (1-1-19)	8	1899, 1902-1903	18y 150d	22y 174d
332	 	Ryan, Ted	1885-08-06	182cm	76kg	21 (2-0-19)	 	1910-1911	24y 295d	25y 336d
432	22	Sharp, Algy	1889-06-30	180cm	 	21 (5-1-15)	29	1914-1915	24y 355d	26y 52d
541	8	Lenne, Bert	1889-08-02	183cm	79kg	21 (8-0-13)	 	1923-1924	33y 276d	34y 317d
663	2	Kenna, Bob	1908-10-24	174cm	 	21 (5-0-16)	25	1932-1933	23y 189d	24y 313d
801	24	Rowell, Les	1921-10-22	173cm	68kg	21 (3-2-16)	9	1942-1945	20y 199d	23y 188d
804	33	Kelly, Frank	1910-12-23	170cm	71kg	21 (8-1-12)	28	1942-1944	31y 144d	33y 142d
933	3	Sutherland, Frank	1929-12-12	191cm	80kg	21 (5-1-15)	10	1950-1952	20y 166d	22y 136d
1231	16	Durnan, John	1957-07-11	178cm	80kg	21 (8-1-12)	2	1980-1982	22y 276d	24y 357d
1344	25	Muller, Ian	1965-07-23	186cm	81kg	21 (11-1-9)	2	1988, 1990-1991	22y 304d	25y 306d
1388	52	Kickett, Dale	1968-05-04	179cm	81kg	21 (14-0-7)	20	1992	23y 337d	24y 131d
1544	34	Polo, Dean	1986-08-05	187cm	83kg	21 (12-0-9)	7	2011-2012	24y 283d	25y 365d
1550	37	Maister, Beau	1986-03-20	194cm	98kg	21 (11-0-10)	26	2012-2014	26y 39d	28y 24d
1606	40	Hind, Nick	1994-08-19	180cm	71kg	21 (9-0-12)	17	2019-2020	24y 300d	26y 22d
391	21	White, Paul	1893-07-04	 	 	20 (12-0-8)	5	1911-1914, 1918-1919	18y 46d	26y 22d
466	30	Dawson, Artie	1891-06-17	 	 	20 (10-0-10)	9	1918-1919, 1921	26y 363d	30y 1d
493	11	Lowrie, Tom	1896-12-01	178cm	83kg	20 (4-1-15)	24	1920-1922	23y 166d	25y 184d
520	16	Kerley, Harry	1894-12-12	178cm	73kg	20 (5-2-13)	29	1921-1922	26y 146d	27y 236d
578	32	May, Len	1899-04-18	180cm	78kg	20 (10-0-10)	10	1925-1926	26y 51d	27y 111d
675	13	Anderson, Stewart	1911-06-07	180cm	74kg	20 (8-0-12)	21	1933-1935	21y 326d	24y 22d
762	5	Maslen, Bill	1916-01-01	173cm	73kg	20 (13-0-7)	 	1939-1940	23y 111d	24y 117d
798	1	Comerford, Eric	1912-07-03	178cm	78kg	20 (5-0-15)	2	1942, 1945	29y 310d	33y 53d
841	31	Geddes, Gordon	1922-07-08	175cm	73kg	20 (4-1-15)	 	1944-1945	21y 338d	23y 55d
856	27	Le Lievre, Stan	1920-07-31	183cm	86kg	20 (2-0-18)	6	1945-1947	24y 278d	27y 30d
899	26	Drinan, Jack	1923-10-19	178cm	80kg	20 (1-1-18)	1	1947-1948	23y 231d	24y 307d
1061	33	Fox, Lindsay	1937-04-19	184cm	84kg	20 (12-0-8)	3	1959-1961	22y 13d	23y 361d
1251	35	Brown, Peter	1958-10-19	184cm	85kg	20 (4-0-16)	4	1981-1982	22y 181d	23y 306d
1334	36	Neal, Robert	1956-12-16	178cm	82kg	20 (8-0-12)	1	1987-1988	30y 137d	31y 143d
1340	31	Jones, Bob	1961-10-22	192cm	87kg	20 (5-0-15)	2	1988-1989	26y 165d	27y 161d
1512	43	Attard, Jayden	1986-02-27	187cm	83kg	20 (9-1-10)	2	2007	21y 31d	21y 178d
1514	22	Birss, Shane	1983-03-11	183cm	80kg	20 (10-1-9)	13	2007-2008	24y 25d	25y 173d
443	4	Lang, Tommy	1890-11-11	173cm	 	19 (9-0-10)	 	1915, 1918-1919	24y 185d	28y 201d
460	27	Sinclair, Alan	1900-04-17	177cm	 	19 (8-0-11)	1	1918-1920	18y 24d	20y 14d
499	30	Carbarns, Les	1891-04-01	180cm	74kg	19 (3-1-15)	1	1920-1921	29y 72d	30y 148d
566	27	Scott, Alan	1907-02-19	177cm	73kg	19 (7-0-12)	 	1924-1926	17y 186d	19y 204d
589	29	Fidler, Jack	1905-09-29	177cm	 	19 (8-0-11)	2	1926-1927	20y 228d	21y 346d
619	5	Smedley, Bert	1905-04-01	 	 	19 (12-0-7)	55	1928-1929	23y 20d	24y 40d
637	16	Forbes, Jim	1908-12-26	178cm	82kg	19 (11-0-8)	6	1930-1932, 1934	21y 128d	25y 151d
775	18	Raines, Norm	1920-09-22	183cm	82kg	19 (3-0-16)	17	1940-1941, 1943	19y 253d	22y 228d
815	27	MacBeth, Jim	1914-04-07	170cm	83kg	19 (7-1-11)	2	1942, 1944	28y 88d	30y 120d
860	33	Willis, Les	1922-05-02	179cm	92kg	19 (2-0-17)	2	1945-1947	23y 24d	24y 352d
980	6	Jones, Geoff	1930-04-05	175cm	73kg	19 (4-0-15)	12	1954-1956	24y 12d	26y 51d
1024	36	Clancy, Peter	1935-01-31	177cm	73kg	19 (6-1-12)	18	1956-1957	21y 88d	22y 184d
1208	22	Evans, Dale	1960-06-13	191cm	83kg	19 (2-0-17)	4	1977-1979	17y 68d	19y 80d
1282	51	Chiron, Dean	1961-03-27	180cm	74kg	19 (3-0-16)	19	1983-1984	22y 34d	23y 32d
1454	14	Francis, Tony	1969-04-01	171cm	74kg	19 (9-0-10)	5	1999	29y 360d	30y 135d
1602	34	Parker, Matthew	1996-01-25	190cm	75kg	19 (9-0-10)	16	2019-2020	23y 58d	24y 189d
1640	36	Bonner, Riley	1997-03-07	190cm	85kg	19 (7-0-12)	1	2024	27y 9d	27y 150d
132	 	Robertson, Gus	1883-08-29	175cm	 	18 (1-0-17)	1	1901-1902	17y 253d	18y 268d
168	 	Stanlake, Claude	1882-10-12	173cm	 	18 (4-1-13)	4	1902-1903	19y 280d	20y 300d
398	18	Hanson, Fred	1888-05-15	174cm	72kg	18 (6-0-12)	 	1912-1913	23y 348d	24y 346d
456	26	Kenley, Carlyle	1892-02-26	 	 	18 (10-0-8)	5	1918-1919	26y 74d	27y 192d
469	17	Grigg, Harry	1899-03-30	174cm	68kg	18 (4-1-13)	3	1919-1921	20y 34d	22y 171d
476	26	Tuck, Wally	1897-08-12	184cm	 	18 (5-1-12)	1	1919, 1921	21y 292d	24y 29d
623	14	Morden, Clem	1907-05-22	169cm	68kg	18 (9-0-9)	1	1928-1932	20y 342d	24y 365d
717	16	Sutherland, Tom	1910-06-22	183cm	91kg	18 (9-0-9)	18	1935-1938	25y 49d	27y 333d
787	12	Flegg, Bob	1918-08-19	178cm	77kg	18 (3-0-15)	47	1941	22y 250d	23y 11d
879	25	Carmody, Bill	1922-12-25	178cm	76kg	18 (3-0-15)	19	1946-1947	23y 123d	24y 185d
1084	35	Lee, Graeme	1939-07-12	178cm	76kg	18 (9-0-9)	7	1961-1962	21y 291d	23y 23d
1165	35	Scott, Graham	1946-10-16	185cm	86kg	18 (12-0-6)	14	1972-1973	25y 182d	26y 320d
1318	31	Ford, Alister	1963-12-15	196cm	86kg	18 (2-0-16)	2	1986-1987	22y 111d	23y 194d
1443	42	Cook, Brett	1973-04-19	194cm	97kg	18 (6-0-12)	5	1997-1999	23y 344d	25y 342d
1607	10	Hannebery, Dan	1991-02-24	181cm	80kg	18 (8-0-10)	5	2019-2022	28y 118d	31y 178d
1642	23	Henry, Liam	2001-08-28	179cm	67kg	18 (6-0-12)	9	2024-2025	22y 201d	23y 346d
81	 	OGorman, Michael	1874-11-08	164cm	 	17 (0-0-17)	5	1899-1900	24y 186d	25y 283d
115	 	Sutherland, George	1876-02-24	 	 	17 (1-0-16)	15	1900-1901	24y 70d	25y 174d
120	 	Clarke, Charlie	1879-12-09	175cm	 	17 (1-0-16)	5	1900-1902	20y 203d	22y 222d
195	 	Mahoney, Bill	1885-01-01	163cm	67kg	17 (2-0-15)	9	1904-1905	19y 141d	20y 132d
290	 	McDonald, Les	1885-07-14	178cm	 	17 (3-0-14)	 	1909	23y 298d	24y 52d
531	19	Bannister, Horrie	1900-06-04	173cm	70kg	17 (8-0-9)	4	1922-1923	21y 350d	23y 54d
678	22	Jago, Les	1907-12-10	178cm	80kg	17 (7-0-10)	 	1933-1934	25y 140d	26y 258d
781	30	Bray, Jack	1916-01-11	178cm	85kg	17 (3-0-14)	18	1940-1941	24y 198d	25y 231d
844	15	Rippon, Ted	1914-04-29	184cm	83kg	17 (2-1-14)	19	1944-1945	30y 63d	31y 118d
883	22	Dimble, Murray	1922-12-08	180cm	83kg	17 (4-0-13)	13	1946-1947	23y 196d	24y 202d
922	28	Chapman, Dean	1931-01-02	182cm	80kg	17 (5-0-12)	1	1948-1951	17y 211d	20y 172d
927	24	Mitchinson, Max	1927-12-15	178cm	71kg	17 (4-0-13)	8	1949-1952	21y 185d	24y 245d
950	27	Wandin, Jim	1933-07-28	183cm	83kg	17 (4-0-13)	3	1952-1953	18y 287d	19y 362d
987	36	Giblett, Michael	1934-04-16	185cm	86kg	17 (2-0-15)	 	1954-1956	20y 71d	22y 61d
1025	43	Hanrahan, Frank	1938-01-20	177cm	73kg	17 (7-0-10)	1	1956-1958	18y 99d	20y 187d
1030	16	Dale, Alan	1929-11-14	177cm	78kg	17 (5-1-11)	2	1956-1957	26y 187d	27y 192d
1073	4	Hay, Bob	1938-06-13	188cm	83kg	17 (9-0-8)	4	1960-1961	21y 308d	23y 39d
1134	35	Dyer, Ian	1948-08-22	177cm	73kg	17 (10-0-7)	20	1967-1968	18y 278d	20y 16d
1153	22	Antonie, Colin	1952-03-26	188cm	80kg	17 (9-0-8)	7	1969-1971	17y 87d	19y 43d
1243	13	Fehring, Jeff	1956-04-21	197cm	106kg	17 (2-1-14)	3	1980-1981	24y 54d	25y 102d
1261	38	Packham, Greg	1959-03-01	175cm	76kg	17 (3-0-14)	31	1982-1983	23y 26d	24y 151d
1361	32	Lawrie, Grant	1958-11-29	192cm	81kg	17 (7-0-10)	2	1990	31y 123d	31y 276d
1557	9	Lee, Tom	1991-01-02	194cm	91kg	17 (3-0-14)	18	2013-2014, 2016	22y 101d	25y 182d
1590	25	Stevens, Koby	1991-06-18	189cm	87kg	17 (9-0-8)	6	2017-2018	25y 315d	26y 285d
66	 	Morgan, George	1877-10-10	168cm	 	16 (3-0-13)	1	1898, 1902-1903	20y 286d	25y 267d
108	 	Allard, Gordon	1877-05-18	 	 	16 (1-0-15)	7	1900	22y 352d	23y 106d
136	 	Mullany, Charlie	1881-06-03	 	 	16 (0-0-16)	3	1901-1902	19y 356d	21y 60d
266	 	Grace, Mick	1874-07-24	180cm	78kg	16 (8-0-8)	26	1908	33y 283d	34y 57d
470	15	Hallett, Norm	1894-03-05	171cm	 	16 (6-0-10)	9	1919-1920	25y 59d	26y 155d
585	20	Arthur, Vin	1905-03-23	179cm	72kg	16 (5-0-11)	5	1926-1927	21y 39d	22y 45d
598	10	Leaper, Roy	1906-07-09	184cm	85kg	16 (6-0-10)	1	1926-1928	19y 359d	21y 308d
880	31	Stretton, Alan	1922-09-30	187cm	94kg	16 (3-0-13)	10	1946-1947	23y 209d	24y 250d
929	16	Wicks, Dick	1929-08-18	180cm	70kg	16 (9-0-7)	5	1949-1951	19y 332d	21y 302d
940	18	Evans, Jack	1930-10-11	188cm	83kg	16 (2-0-14)	4	1951-1952	20y 213d	21y 317d
942	31	Riley, Cliff	1927-02-02	177cm	72kg	16 (1-0-15)	8	1951-1952	24y 120d	25y 203d
1012	5	Baumgartner, Ivan	1934-03-11	179cm	83kg	16 (4-1-11)	1	1956	22y 34d	22y 160d
1022	31	Murray, Bruce	1933-02-23	188cm	86kg	16 (6-1-9)	5	1956-1957	23y 58d	24y 168d
1257	14	Middlemiss, Glenn	1956-06-08	188cm	90kg	16 (3-0-13)	10	1981-1984	25y 19d	27y 353d
1319	15	Collins, Jon	1961-03-14	174cm	75kg	16 (2-0-14)	2	1986-1987	25y 36d	26y 41d
1391	32	Georgiou, John	1975-10-05	180cm	80kg	16 (12-0-4)	2	1992-1995	16y 210d	19y 332d
1541	35	Cripps, Jamie	1992-04-23	183cm	84kg	16 (8-0-8)	16	2011-2012	19y 7d	20y 132d
1620	34	Highmore, Tom	1998-02-24	192cm	89kg	16 (7-0-9)	 	2021-2022	23y 25d	24y 141d
1655	38	Boxshall, Hugh	2006-07-11	188cm	80kg	16 (8-0-8)	2	2025-2026	18y 295d	19y 281d
19	 	Stewart, Reg	1878-09-04	169cm	 	15 (0-0-15)	7	1897-1898	18y 246d	19y 259d
155	 	English, Mick	1882-09-17	183cm	 	15 (0-0-15)	1	1902	19y 228d	19y 347d
256	 	Renfrey, Bert	1879-05-05	185cm	86kg	15 (7-0-8)	 	1907	27y 357d	28y 132d
407	7	Best, Arthur	1888-10-18	175cm	 	15 (7-0-8)	22	1912-1913	23y 229d	24y 274d
554	29	Scales, Joe	1895-07-25	178cm	81kg	15 (3-0-12)	5	1924	28y 283d	29y 36d
587	11	OBrien, Dermot	1906-04-28	177cm	 	15 (6-0-9)	 	1926-1927	20y 3d	21y 93d
677	40	Downie, Bill	1908-12-04	184cm	81kg	15 (3-0-12)	2	1933	24y 146d	24y 272d
718	3	Bertram, Ossie	1909-04-17	175cm	76kg	15 (6-0-9)	17	1935-1936	26y 122d	27y 120d
723	25	Flett, Bob	1914-03-03	180cm	81kg	15 (8-0-7)	8	1936, 1938	22y 116d	24y 102d
738	32	Bell, Paul	1914-04-12	174cm	73kg	15 (6-0-9)	20	1937-1938	23y 82d	24y 74d
749	22	Maskell, Les	1917-11-04	179cm	86kg	15 (7-0-8)	9	1938, 1940	20y 177d	22y 294d
759	34	Hartridge, Ron	1919-11-08	179cm	80kg	15 (9-0-6)	11	1938-1940	18y 236d	20y 297d
799	13	Orger, Phonse	1915-01-21	178cm	74kg	15 (3-1-11)	 	1942-1944	27y 108d	29y 225d
995	24	Gleeson, Bill	1931-07-04	173cm	70kg	15 (2-0-13)	14	1955-1956	23y 293d	25y 45d
1060	32	Stephenson, Laurie	1939-10-18	189cm	81kg	15 (8-0-7)	21	1959-1960	19y 182d	20y 314d
1104	24	Payne, Burnie	1939-05-08	175cm	80kg	15 (8-0-7)	27	1964	24y 346d	25y 92d
1114	36	McMaster-Smith, Bruce	1939-11-19	169cm	61kg	15 (11-0-4)	7	1965	25y 149d	25y 310d
1496	20	Murray, Allan	1982-05-20	180cm	83kg	15 (8-0-7)	13	2003-2006	21y 12d	23y 357d
1595	30	Phillips, Ed	1998-03-29	187cm	80kg	15 (4-0-11)	4	2018-2020	20y 44d	22y 161d
1641	4	Collard, Lance	2005-03-26	185cm	70kg	15 (6-0-9)	8	2024-2025	18y 356d	20y 151d
1657	26	Tauru, Alix	2006-11-16	193cm	94kg	15 (6-0-9)	4	2025-2026	18y 217d	19y 147d
